"","school","stuid","grade","schid","dist","white","black","hisp","indian","asian","econ","female","ell","disab","sch_fay","dist_fay","luck","ability","measerr","teachq","year","attday","schoolscore","district","schoolhigh","schoolavg","schoollow","readSS","mathSS","proflvl","race"
"884382",572,110402,6,402,6,1,0,0,0,0,1,1,0,1,0,0,0,85.6736570343189,-10.9469398061352,98.0046950106298,"2002",180,179.778100640559,4,0,1,0,651.253357130845,526.258550362296,"advanced","W"
"885682",573,4495,5,495,45,1,0,0,0,0,1,1,0,0,1,0,1,104.764670288991,-13.8442981551151,46.9425835460966,"2002",180,179.797101398935,25,0,1,0,568.461047036474,448.246599979273,"advanced","W"
"887322",573,109495,5,495,45,1,0,0,0,0,1,1,0,0,1,0,1,110.858583451065,-8.16980764078,67.4238676405954,"2002",148,179.797101398935,25,0,1,0,618.045907842914,502.1461079665,"advanced","W"
"887362",573,19705,5,205,75,1,0,0,0,0,1,1,0,0,1,0,0,107.075623308598,9.92788889367345,60.3750518402554,"2002",154,179.797101398935,25,0,1,0,573.196854777444,487.840306124586,"advanced","W"
"890832",577,64402,8,402,6,0,0,0,0,1,0,1,1,0,0,0,0,81.1681464040171,-4.58376823766554,73.1782784387127,"2002",162,182.980829996423,14,0,0,1,574.290144167769,505.705324383764,"proficient","A"
"927572",598,76402,8,402,6,0,0,1,0,0,1,0,0,0,0,0,1,112.319700212634,-17.4877083923476,90.5850665937581,"2002",160,183.646786281139,3,0,1,0,718.968448012664,575.501564688984,"advanced","H"
"936822",609,26402,6,402,6,0,0,0,0,1,1,1,1,0,1,0,0,93.2078633392672,-34.0628465531951,41.080647800897,"2002",180,185.988517131927,13,0,1,0,508.992367094176,364.248578153291,"proficient","A"
"939172",611,8205,7,205,15,0,0,1,0,0,1,1,1,0,0,0,0,99.0148367422246,20.6463099790358,52.4912620047162,"2002",165,186.474783441555,15,0,1,0,549.152140510791,449.638392153175,"proficient","H"
"943462",611,12705,7,205,75,0,0,1,0,0,1,1,1,0,0,0,1,90.471627828356,-35.2093651984785,68.7101458372532,"2002",157,186.474783441555,15,0,1,0,600.533765002832,432.723370051138,"advanced","H"
"972292",631,29902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,88.9437332259913,12.3491288504702,61.9289236078269,"2002",165,188.702814577496,21,1,0,0,576.790357914803,560.434234557856,"proficient","W"
"973872",631,83902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,96.0811090012357,24.5908289650935,76.9645834819894,"2002",170,188.702814577496,21,1,0,0,627.04570949492,610.742472487445,"advanced","W"
"974452",631,59902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,93.9320457746989,46.0880244135786,55.8580990838584,"2002",176,188.702814577496,21,1,0,0,590.109064218493,586.673429706623,"proficient","W"
"977252",631,13402,8,402,6,1,0,0,0,0,1,0,0,0,0,0,0,89.3768431211389,-19.4349040141718,43.1357906878419,"2002",180,188.702814577496,21,1,0,0,567.642232964396,490.424825151389,"proficient","W"
"983032",631,100402,8,402,6,1,0,0,0,0,1,0,0,0,0,0,0,100.733329611278,17.2479352851342,66.2936385893572,"2002",180,188.702814577496,21,1,0,0,579.083049950048,586.101091137121,"proficient","W"
"984962",631,128902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,96.2411591924529,-30.9676037429832,54.7775225147657,"2002",170,188.702814577496,21,1,0,0,565.314741681357,509.704110775548,"proficient","W"
"985532",631,26902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,1,113.530350729421,-12.1368703959309,49.9181245917895,"2002",177,188.702814577496,21,1,0,0,632.735779579447,549.948737000737,"advanced","W"
"986992",631,40402,8,402,6,1,0,0,0,0,1,0,0,0,0,0,1,92.6216183651443,58.3080136987338,44.448987535003,"2002",152,188.702814577496,21,1,0,0,559.151948651418,588.234579289271,"proficient","W"
"987622",631,58402,8,402,6,1,0,0,0,0,1,0,0,0,0,0,0,117.643321241182,5.24220428424346,53.1244806842767,"2002",180,188.702814577496,21,1,0,0,559.855072000999,563.915684788974,"proficient","W"
"988402",631,43995,7,495,105,0,0,1,0,0,1,1,1,1,0,0,0,99.1999339646177,5.52104863509321,50.857827756351,"2002",153,188.184504572755,21,1,0,0,579.557300956291,458.452298815243,"proficient","H"
"989352",631,41902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,88.2688819599068,0.474780407793995,75.5319447695396,"2002",180,188.702814577496,21,1,0,0,634.519589350864,575.867181908923,"advanced","W"
"991162",631,104902,8,402,66,1,0,0,0,0,1,0,0,0,0,0,0,92.1006477502918,-23.2170095712631,70.3163321176646,"2002",159,188.702814577496,21,1,0,0,615.218156431885,545.278361631729,"advanced","W"
"998932",659,17205,7,205,15,1,0,0,0,0,1,0,0,0,1,0,1,86.668046345263,-26.6188248027118,93.4371474093221,"2002",162,190.431536467072,4,0,0,1,696.605057318344,592.573744283367,"advanced","W"
"1000852",659,83402,6,402,6,0,0,1,0,0,1,1,1,1,1,0,1,112.132222084772,9.25668077007114,40.2425168399713,"2002",180,189.913226462331,4,0,0,1,578.394868753981,461.852990039574,"advanced","H"
"1006682",665,3705,7,205,75,1,0,0,0,0,1,1,1,0,0,0,0,93.4785445820777,-17.402144912097,47.6150622720954,"2002",176,191.530811737911,1,0,1,0,547.299449906198,418.10547721857,"proficient","W"
"1007452",665,74205,7,205,15,1,0,0,0,0,1,0,0,1,1,0,0,109.633185955462,0.533351269971609,45.826710151206,"2002",173,192.141257598271,1,0,1,0,644.522365360553,498.752211024505,"advanced","W"
"1007672",665,146205,7,205,15,1,0,0,0,0,1,1,1,0,0,0,1,84.5597017566489,-13.5094597092648,65.7306984339822,"2002",167,191.530811737911,1,0,1,0,575.512592566545,464.46490326795,"proficient","W"
"1008013",665,140205,7,205,15,1,0,0,0,0,1,0,0,1,1,0,0,116.434713466359,-15.299476521507,49.359805129287,"2002",175,192.141257598271,1,0,1,0,623.856513380744,496.988677372948,"advanced","W"
"1008322",665,51495,7,495,45,1,0,0,0,0,1,1,1,0,0,0,1,91.5875077781464,8.33192906681292,55.1090674388754,"2002",168,191.530811737911,1,0,1,0,578.193873755964,471.484831127909,"proficient","W"
"1057713",699,131902,8,402,66,0,0,1,0,0,1,0,1,0,1,0,0,108.199581876114,7.97253800038423,27.5428878731633,"2002",140,198.837940399267,4,0,1,0,526.891894259181,439.215981570144,"proficient","H"
"1069332",708,101902,8,402,66,0,1,0,0,0,1,1,0,0,1,0,0,98.4287130922731,9.88848333724496,83.467526178169,"2002",153,199.817676860401,18,0,1,0,660.710570872443,569.665149187185,"advanced","B"
"1070652",708,62902,8,402,66,0,1,0,0,0,1,1,0,0,1,0,0,100.901691884242,39.1618347722974,45.289158880095,"2002",167,199.817676860401,18,0,1,0,586.8673444455,522.876521955953,"proficient","B"
"1080422",717,19402,8,402,6,1,0,0,0,0,0,1,0,0,0,0,0,98.5887790997273,-4.72312810171655,87.6497221386427,"2002",161,202.249436053725,14,0,1,0,646.927016781197,574.442189096287,"advanced","W"
"1082713",717,44902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,0,107.245361128448,6.94868671981831,127.289500949818,"2002",175,202.249436053725,14,0,1,0,741.658022049571,676.311745585062,"advanced","W"
"1084382",717,47902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,1,107.707908745348,-0.590929021770491,75.9312436372901,"2002",168,202.249436053725,14,0,1,0,635.085656627056,577.708721048034,"advanced","W"
"1086622",717,25402,8,402,6,1,0,0,0,0,0,1,0,0,0,0,1,101.856369407406,14.8228338184529,84.2663006981048,"2002",180,202.249436053725,14,0,1,0,672.856697330825,604.416605771826,"advanced","W"
"1086822",717,125902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,0,98.9686195350787,-17.6405396096682,57.2295673363495,"2002",173,202.249436053725,14,0,1,0,621.9945106924,499.328721453272,"advanced","W"
"1092432",717,32902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,0,94.9108185010335,-31.612060676339,90.7019919445615,"2002",170,202.249436053725,14,0,1,0,677.453631167304,550.153979280157,"advanced","W"
"1094752",717,145402,8,402,6,1,0,0,0,0,0,1,0,0,0,0,0,95.9776115008152,-9.03625127006824,69.973168725661,"2002",178,202.249436053725,14,0,1,0,579.84751486635,531.156276066379,"proficient","W"
"1094942",717,50902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,1,110.322371206925,-8.66203247679147,85.3513389013438,"2002",180,202.249436053725,14,0,1,0,694.602320661261,591.629723290069,"advanced","W"
"1097722",717,116902,8,402,66,1,0,0,0,0,0,1,0,0,0,0,0,99.7144883206393,48.4749614299687,76.6083895751771,"2002",180,202.249436053725,14,0,1,0,626.233040280932,606.053372183993,"advanced","W"
"1098113",717,82402,8,402,6,1,0,0,0,0,0,1,0,0,0,0,0,97.2650081310061,1.5362927625872,73.521299604582,"2002",149,202.249436053725,14,0,1,0,616.30309772207,550.314913015968,"advanced","W"
"1100942",731,24495,7,495,45,1,0,0,0,0,1,1,0,0,0,0,0,103.615617990597,-16.0913378231492,37.1281648796086,"2002",174,203.528401299654,17,0,1,0,551.185341375858,441.354132153936,"proficient","W"
"1101832",731,115995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,0,116.210959470646,-31.7376506937246,51.7194556219161,"2002",173,203.528401299654,17,0,1,0,626.562599339971,468.318231569382,"advanced","W"
"1102432",731,78705,7,205,75,1,0,0,0,0,1,1,0,0,0,0,0,98.4956860283069,-10.9325673086624,42.591818378442,"2002",149,203.528401299654,17,0,1,0,523.66772299562,452.632000173984,"proficient","W"
"1103402",731,7995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,0,104.521624701227,21.1060966186741,36.7375342471857,"2002",162,203.528401299654,17,0,1,0,513.303824695832,478.654025059821,"proficient","W"
"1103802",731,87495,7,495,45,1,0,0,0,0,1,1,0,0,0,0,0,99.1118650420981,-29.5126380024914,34.0334505923044,"2002",152,203.528401299654,17,0,1,0,552.756947637068,417.06308508504,"proficient","W"
"1107432",731,75705,7,205,75,1,0,0,0,0,1,1,0,0,0,0,0,89.6679166091399,22.4728955702932,62.5251391824868,"2002",152,203.528401299654,17,0,1,0,547.146664988504,518.213607948002,"proficient","W"
"1107722",731,22995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,0,92.3433385208602,-4.02286030170577,50.6889039353553,"2002",180,203.528401299654,17,0,1,0,547.230826719011,470.045500696584,"proficient","W"
"1110272",731,38205,7,205,15,1,0,0,0,0,1,1,0,0,0,0,0,106.926779396044,-19.0523302418958,72.6835743429859,"2002",173,203.528401299654,17,0,1,0,598.43709735595,514.843693085194,"advanced","W"
"1111513",731,10995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,1,98.138614728785,-6.59595662418726,74.4500782967702,"2002",176,203.528401299654,17,0,1,0,648.932240823121,536.266440345776,"advanced","W"
"1111842",731,81495,7,495,45,1,0,0,0,0,1,1,0,0,0,0,1,102.511763047803,-5.27767611909586,55.831963778539,"2002",154,203.528401299654,17,0,1,0,643.387241565668,503.659405010158,"advanced","W"
"1114692",731,108705,7,205,75,1,0,0,0,0,1,1,0,0,0,0,0,107.786148782456,12.3509831008355,78.1258416333889,"2002",176,203.528401299654,17,0,1,0,630.236816841242,558.301412699789,"advanced","W"
"1115092",731,116205,7,205,15,1,0,0,0,0,1,1,0,0,0,0,1,117.50409709543,1.35581578929621,48.2012860941108,"2002",162,203.528401299654,17,0,1,0,628.31808773874,509.58851605311,"advanced","W"
"1116722",731,79995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,1,87.9566011169759,2.50909435802197,36.8825978676722,"2002",172,203.528401299654,17,0,1,0,550.323004443839,457.911147444,"proficient","W"
"1117172",731,118995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,1,104.210720621322,-2.18269536804387,62.9483899818611,"2002",178,203.528401299654,17,0,1,0,600.494854251875,523.092215258435,"advanced","W"
"1118182",731,148995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,0,98.4360435322001,28.9885140010575,56.114718534083,"2002",177,203.528401299654,17,0,1,0,567.351884661588,520.310772823375,"proficient","W"
"1118362",731,27495,7,495,45,1,0,0,0,0,1,1,0,0,0,0,0,98.1334553848271,-19.101757448166,62.21188747216,"2002",180,203.528401299654,17,0,1,0,579.256337195044,484.46011806831,"proficient","W"
"1119442",731,83205,7,205,15,1,0,0,0,0,1,1,0,0,0,0,0,102.578158970386,7.81997557119476,39.5998639277727,"2002",153,203.528401299654,17,0,1,0,512.718427395574,469.312404572499,"proficient","W"
"1119782",731,25995,7,495,105,1,0,0,0,0,1,1,0,0,0,0,0,115.382959119979,-18.4739734809922,42.3528700760288,"2002",175,203.528401299654,17,0,1,0,567.083046621487,461.486337567765,"proficient","W"
"1120692",731,66495,7,495,45,1,0,0,0,0,1,1,0,0,0,0,0,90.7307217747407,4.54518497770703,73.5943251928232,"2002",175,203.528401299654,17,0,1,0,599.466285159852,524.118614226044,"advanced","W"
"1125262",744,1995,7,495,105,1,0,0,0,0,0,1,0,0,1,0,0,108.222560333754,20.9952684978202,80.5012406409473,"2002",180,203.978157943301,11,0,1,0,669.264139400629,589.457515818829,"advanced","W"
"1125572",744,88995,7,495,105,1,0,0,0,0,1,1,0,1,0,0,0,88.5690549554761,-30.2991339853619,38.4844785637673,"2002",179,205.238122430853,11,0,1,0,578.610520261105,412.54658035588,"proficient","W"
"1129822",749,141902,6,402,66,1,0,0,0,0,1,1,0,0,1,0,0,81.9953587871208,30.570443348305,60.6277475771331,"2002",159,205.25712318923,11,0,1,0,605.124184037123,509.103521475604,"advanced","W"
"1130942",749,39902,6,402,66,1,0,0,0,0,1,1,0,0,1,0,0,99.0610758436603,32.1669371759994,71.0944190298475,"2002",168,205.25712318923,11,0,1,0,613.230481202863,549.296239174096,"advanced","W"
"1132492",749,74402,6,402,6,1,0,0,0,0,1,1,0,0,1,0,1,97.7029039644063,-26.5058056051182,67.7467012933856,"2002",152,205.25712318923,11,0,1,0,640.195133748219,496.499633403364,"advanced","W"
"1144492",754,57495,7,495,45,0,0,0,0,1,1,1,1,0,1,0,0,90.4079163353483,10.3838507322477,37.407100468798,"2002",180,211.448538922222,7,0,1,0,506.288598273625,423.519760429441,"proficient","A"
"1147182",755,37402,8,402,6,0,0,1,0,0,1,1,1,0,0,0,0,93.6828141967486,-5.54636737567961,71.3829745972579,"2002",180,211.934805231849,5,0,1,0,586.811945980235,482.156079064276,"proficient","H"
"1147372",755,95902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,0,116.034865301858,-10.5139122954241,44.4616699299741,"2002",178,211.934805231849,5,0,1,0,577.344889553392,444.162011821948,"proficient","H"
"1148252",755,97402,8,402,6,0,0,1,0,0,1,1,1,0,0,0,0,105.580722226359,-0.0698388985099666,47.4801106506744,"2002",138,211.934805231849,5,0,1,0,590.227027130754,450.36103725054,"proficient","H"
"1148432",755,17902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,1,96.315742238242,33.162235482926,68.008202552601,"2002",178,211.934805231849,5,0,1,0,595.835203196264,530.676266685168,"proficient","H"
"1149892",755,80902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,0,89.0790162880144,1.7270313968797,55.6180815408075,"2002",165,211.934805231849,5,0,1,0,507.947902275611,452.396445962805,"proficient","H"
"1150732",755,77902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,0,103.956319963975,2.97944116789714,82.8050352869888,"2002",180,211.934805231849,5,0,1,0,629.855722576316,524.451187298117,"advanced","H"
"1151532",755,89902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,0,86.8218331589186,-53.7927831485552,46.4140760012918,"2002",163,211.934805231849,5,0,1,0,523.461242525258,375.686313252721,"proficient","H"
"1178462",784,4402,8,402,6,0,0,1,0,0,1,1,1,1,0,0,0,93.8538109348583,-16.7394336541769,88.8589174267746,"2002",168,213.644526363049,6,0,1,0,679.373105477328,504.739762126079,"advanced","H"
"1203122",801,49402,8,402,6,0,1,0,0,0,1,1,0,0,1,1,0,110.616053800614,-8.583282794863,28.9250212207512,"2002",170,215.120417932642,10,1,0,0,589.767591132424,508.018998355206,"proficient","B"
"1208142",804,94402,8,402,6,1,0,0,0,0,1,0,0,0,1,0,0,111.472672380293,-2.92787013032219,53.8414642036693,"2002",180,215.891558257366,3,0,1,0,608.908525250422,541.141576300459,"advanced","W"
"1208462",804,115402,8,402,6,1,0,0,0,0,1,0,0,0,1,0,0,98.5053442472304,-12.1696327208528,68.4431367053841,"2002",180,215.891558257366,3,0,1,0,612.132777694257,548.968912221003,"advanced","W"
"1210913",806,10402,8,402,6,1,0,0,0,0,1,1,1,0,0,0,0,103.570428623446,15.3622846027737,58.1526300963749,"2002",166,216.990833528206,19,0,1,0,560.024053084471,507.819251922487,"proficient","W"
"1273022",851,21705,7,205,75,0,0,0,0,1,1,1,1,0,1,1,0,92.4027327677912,-2.92178029377203,72.122344808689,"2002",180,226.751279994462,18,0,0,1,646.917809927279,540.53554964634,"advanced","A"
"1301582",872,110902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,107.89654320017,12.0228155316384,75.1999155162076,"2002",158,228.988423089948,16,0,1,0,642.682369007683,577.245968641831,"advanced","W"
"1303142",872,106402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,1,88.5433529291783,-22.8501422312326,44.9829878550459,"2002",180,228.988423089948,16,0,1,0,601.36561239169,474.982717760741,"advanced","W"
"1304382",872,146902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,117.218951381907,0.69083097504959,62.0727291049161,"2002",179,228.988423089948,16,0,1,0,619.914499967191,548.233062912732,"advanced","W"
"1306172",872,1402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,1,95.865808752349,-13.5857327398507,51.468169076246,"2002",169,228.988423089948,16,0,1,0,581.665884836235,504.909950077885,"proficient","W"
"1306202",872,11902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,105.006314061074,-0.0334053041557871,89.2481373558452,"2002",178,228.988423089948,16,0,1,0,661.840236109353,591.197467495563,"advanced","W"
"1313792",872,149902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,101.375526546344,-17.6517423397622,53.9042842074312,"2002",164,228.988423089948,16,0,1,0,584.072601183137,497.244133732972,"proficient","W"
"1313902",872,7402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,0,85.4953720725216,-36.6469498248194,63.7247141154413,"2002",171,228.988423089948,16,0,1,0,596.20466944918,482.569924930431,"proficient","W"
"1315752",872,35902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,96.1231290844413,-1.51644051702236,63.3105297250295,"2002",156,228.988423089948,16,0,1,0,593.09863366587,527.476191655013,"proficient","W"
"1326472",892,144495,7,495,45,1,0,0,0,0,1,1,0,0,1,0,0,94.9466216006,10.2902845060831,43.3551946911738,"2002",173,230.717144979524,25,0,1,0,545.923224100402,491.425170703254,"proficient","W"
"1327182",892,128205,7,205,15,1,0,0,0,0,1,1,0,0,1,0,1,93.6488425038664,-23.0286149887811,74.9211161932852,"2002",156,230.717144979524,25,0,1,0,685.998796945715,535.862037033752,"advanced","W"
"1381613",925,20902,8,402,66,0,0,1,0,0,1,1,0,0,1,0,0,94.940320459851,20.4856352747882,89.2830348475848,"2002",151,251.121138473462,18,0,1,0,675.679463136364,599.18893989903,"advanced","H"
"1439972",958,22402,8,402,6,1,0,0,0,0,1,1,0,0,1,0,1,108.024128792889,-31.9562534930621,36.630295063186,"2002",164,256.177166769818,13,0,1,0,596.666507331747,487.724520451364,"proficient","W"
"1458892",976,119902,8,402,66,1,0,0,0,0,1,1,0,0,1,1,0,95.9940716958299,-20.251971906,41.3415462855846,"2002",157,271.479907842059,3,0,1,0,605.324962801654,510.347106411356,"advanced","W"
"645152",400,150098,4,402,66,0,1,0,0,0,0,0,0,0,0,0,0,105.36337857587,5.6450673429214,117.786649573633,"2002",176,156.524381212444,16,0,1,0,654.403755219235,519.975717161698,"advanced","B"
"678902",421,150447,4,402,6,0,1,0,0,0,0,0,0,1,0,0,1,84.2210846933638,6.33013249372195,92.7997411208069,"2002",162,158.234102343643,7,0,1,0,614.384675071014,459.896613846452,"advanced","B"
"891252",578,150686,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,96.3724910951736,-35.0294775888189,43.8225407283854,"2002",159,183.263368248667,24,0,1,0,461.25136194547,320.522124309614,"proficient","B"
"894632",578,151024,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,97.8935146405217,0.513347098671423,20.3745947186478,"2002",143,183.263368248667,24,0,1,0,430.71085752534,309.35228491561,"proficient","B"
"895872",578,151148,4,402,6,0,1,0,0,0,1,0,0,0,0,0,0,94.7683567007778,-14.701817254707,30.3525539015148,"2002",162,183.263368248667,24,0,1,0,433.96921153383,311.537161980245,"proficient","B"
"896922",578,151253,4,402,6,0,1,0,0,0,1,0,0,0,0,0,0,90.7653533243862,15.983505582553,64.9920375729394,"2002",177,183.263368248667,24,0,1,0,479.142057617563,409.474764708516,"proficient","B"
"897382",578,151299,4,402,6,0,1,0,0,0,1,0,0,0,0,0,0,128.158914379328,7.68148345579922,39.4985315205212,"2002",180,183.263368248667,24,0,1,0,497.660442980214,386.124788847532,"proficient","B"
"899103",578,151471,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,104.098961254161,6.7801381162911,58.7577786889402,"2002",159,183.263368248667,24,0,1,0,494.989503269406,400.780798929367,"proficient","B"
"902932",578,151854,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,109.301453265083,9.25238774485115,35.6244126479587,"2002",177,183.263368248667,24,0,1,0,440.103321109776,360.868960878042,"proficient","B"
"907132",578,152274,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,106.138694467314,-6.0136383886733,62.0117996707814,"2002",166,183.263368248667,24,0,1,0,548.832118905006,396.720452028026,"advanced","B"
"909952",578,152556,4,402,6,0,1,0,0,0,1,0,0,0,0,0,1,102.110529021642,16.5946384011576,44.3067244827417,"2002",180,183.263368248667,24,0,1,0,504.166172315042,393.001014832319,"proficient","B"
"911582",578,152719,4,402,6,0,1,0,0,0,1,0,0,0,0,0,0,92.3214883324142,-14.541628072807,45.1685924265149,"2002",180,183.263368248667,24,0,1,0,471.385870239407,339.727871891545,"proficient","B"
"914722",578,153033,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,65.6382015208321,-4.18743322639617,39.1539108224143,"2002",175,183.263368248667,24,0,1,0,420.360851970158,311.02625597282,"proficient","B"
"915802",578,153141,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,71.7596700348483,17.730775185029,33.4295053113343,"2002",180,183.263368248667,24,0,1,0,432.498130621064,327.290522499579,"proficient","B"
"916082",578,153169,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,94.5756122706301,26.5362713127281,99.7320432402838,"2002",158,183.263368248667,24,0,1,0,592.540933125245,495.299851811109,"advanced","B"
"917103",578,153271,4,402,66,0,1,0,0,0,1,0,0,0,0,0,1,94.1772362996534,30.2773849844751,31.2553104923911,"2002",174,183.263368248667,24,0,1,0,477.987841578053,371.903007289661,"proficient","B"
"917192",578,153280,4,402,66,0,1,0,0,0,1,0,0,0,0,0,0,98.5984474117733,19.8503816548751,32.3750386352228,"2002",166,183.263368248667,24,0,1,0,433.980267475704,354.079811609977,"proficient","B"
"922602",598,153762,4,402,66,0,1,0,0,0,1,0,0,1,0,0,0,99.4144304971866,29.4140791415367,58.356117396563,"2002",174,184.973089379866,3,0,1,0,568.688315666832,415.56076740226,"advanced","B"
"924513",598,153920,4,402,6,0,1,0,0,0,1,0,0,1,0,0,1,95.8557543915548,20.4177212908622,39.680345451037,"2002",164,184.973089379866,3,0,1,0,508.153204766643,378.709409403383,"proficient","B"
"924532",598,153921,4,402,66,0,1,0,0,0,1,0,0,1,0,0,0,93.2209107341109,-14.0492193560736,41.6519449843137,"2002",168,184.973089379866,3,0,1,0,488.873409391341,331.542566960688,"proficient","B"
"926922",598,154106,4,402,66,0,1,0,0,0,1,0,0,1,0,0,0,108.937931298587,20.8303721015143,48.2632840895902,"2002",170,184.973089379866,3,0,1,0,542.574796735147,395.73905954656,"advanced","B"
"928872",598,154261,4,402,66,0,1,0,0,0,1,0,0,1,0,0,1,108.725557064018,1.61614032439461,42.0007437291069,"2002",149,184.973089379866,3,0,1,0,550.256935405931,377.550815322094,"advanced","B"
"1017752",670,154753,4,402,6,0,1,0,0,0,0,1,0,0,0,0,0,94.8112460134901,-27.6779865198534,94.4510154864693,"2002",160,196.809989724896,16,0,0,1,597.755445978487,457.97897130273,"advanced","B"
"1055662",697,155031,4,402,6,0,1,0,0,0,1,0,1,0,1,0,0,92.2593037794529,0.933940758076054,49.6479875470558,"2002",153,198.454522366794,11,0,1,0,470.075125826401,350.531803009574,"proficient","B"
"1072682",711,155139,4,402,6,0,1,0,0,0,1,0,1,1,1,0,0,97.3068227252111,13.6874037959504,39.8201231721118,"2002",180,200.164243497994,7,0,1,0,519.179586897496,345.773135850759,"advanced","B"
"1133542",751,155375,4,402,66,0,1,0,0,0,1,0,0,0,1,0,0,105.00596757262,-30.7054676275574,27.7039975514205,"2002",160,210.452111928537,5,1,0,0,468.067631317784,349.329312280696,"proficient","B"
"1137972",751,155624,4,402,6,0,1,0,0,0,1,0,0,0,1,0,0,100.850188656742,14.0133993801986,52.1260449388327,"2002",180,210.452111928537,5,1,0,0,527.198507099255,440.12986698919,"advanced","B"
"1139382",751,155706,4,402,6,0,1,0,0,0,1,0,0,0,1,0,0,99.1560165938411,29.4844164847048,31.915347819687,"2002",169,210.452111928537,5,1,0,0,459.805330483536,412.332219699536,"proficient","B"
"1140232",751,155759,4,402,66,0,1,0,0,0,1,0,0,0,1,0,0,83.9364722617186,7.2106302138666,11.3642949077877,"2002",165,210.452111928537,5,1,0,0,438.506117314333,332.564266571276,"proficient","B"
"1142562",754,155867,4,402,6,0,1,0,0,0,1,1,1,0,0,0,0,96.8047679521527,-27.5569246206598,80.5983320059552,"2002",171,211.551387199377,7,0,1,0,556.553206444771,371.047278393869,"advanced","B"
"1154822",757,156269,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,86.8761973462051,-18.8476482933248,121.179295671538,"2002",180,212.883871121861,14,0,1,0,656.844324468284,516.509330473148,"advanced","W"
"1155613",757,156346,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,104.739273249393,18.9304793303823,99.9053806716778,"2002",154,212.883871121861,14,0,1,0,630.354867291562,528.388945233286,"advanced","W"
"1158082",757,156590,4,402,6,1,0,0,0,0,0,0,0,0,0,0,1,100.302328451119,-30.5234465175498,90.6112188630118,"2002",180,212.883871121861,14,0,1,0,611.667199404075,469.500227800905,"advanced","W"
"1159782",757,156758,4,402,6,1,0,0,0,0,0,0,0,0,0,0,0,68.4193642832455,46.1811669289808,104.565890742982,"2002",157,212.883871121861,14,0,1,0,626.587815481617,528.906644053445,"advanced","W"
"1166332",757,157393,4,402,6,1,0,0,0,0,0,0,0,0,0,0,1,115.120809773119,11.3831021274531,95.000815059958,"2002",161,212.883871121861,14,0,1,0,682.343171336692,535.2548935272,"advanced","W"
"1170032",757,157755,4,402,6,1,0,0,0,0,0,0,0,0,0,0,1,107.703721350003,-6.09351634635634,78.0618427467818,"2002",180,212.883871121861,14,0,1,0,613.038683448479,475.516808409079,"advanced","W"
"1174992",757,158241,4,402,66,1,0,0,0,0,0,0,0,0,0,0,0,88.2166376897421,-7.61672574494954,115.155992793752,"2002",177,212.883871121861,14,0,1,0,628.750018266285,516.690434987276,"advanced","W"
"1195252",785,158360,4,402,66,0,1,0,0,0,1,0,1,0,1,1,0,114.381935281519,-12.2974216432647,24.1611259590938,"2002",180,213.757263439035,23,0,1,0,500.793867309305,334.373033894349,"proficient","B"
